locus_tag	gene_id	gene_name	biotype	yebC-log_c_1	yebC-log_c_2	yebC-log_c_3	yebC-log_d_1	yebC-log_d_2	yebC-log_d_3	yebC-log_w_1	yebC-log_w_2	yebC-log_w_3	yebC-stat_c_1	yebC-stat_c_2	yebC-stat_c_3	yebC-stat_d_1	yebC-stat_d_2	yebC-stat_d_3	yebC-stat_w_1	yebC-stat_w_2	yebC-stat_w_3
"SPY_RS00065"	"SPY_RS00065"	"gene-SPY_RS00065"	"mRNA"	87.13464871238574	114.03787608738459	59.093301922336735	85.55461126701282	55.56986207445741	78.31930581421437	100.98976843389173	100.17540276011385	56.46092210540432	8.48866736777011	5.577073350475631	6.225819264177686	19.703618547208276	16.41855917069211	14.396844601581263	5.798719783111502	6.601146645609825	5.652881206454916
"SPY_RS00070"	"SPY_RS00070"	"gene-SPY_RS00070"	"rRNA"	3229.405003696668	2504.035487044746	3280.0550038156557	2463.6342923649586	2603.849493340147	3095.7959362963543	3144.980800614523	1866.6490579933156	7456.854431771188	9072.637265797432	9480.757833309923	8051.277633542429	5369.828321172983	5027.598053166801	8111.934884766976	11332.560905398193	9192.15220195154	8601.80654177119
"SPY_RS00075"	"SPY_RS00075"	"gene-SPY_RS00075"	"tRNA"	126.46278617138786	88.9264852280005	134.32294048499222	114.14846482851398	140.30934836246732	119.47449171877963	118.3177087340185	84.43564011621339	155.6383786163797	62.79288189857343	60.164090309906406	49.03527930285035	60.27932861874415	97.54523917595019	42.34336236659038	92.59352351301867	59.66500776074634	43.76030451672022
"SPY_RS00080"	"SPY_RS00080"	"gene-SPY_RS00080"	"rRNA"	960.8256392922531	977.4731462452784	1060.8377295818552	1013.3213777591411	840.8192733290938	1170.7014809918503	1420.5177891177514	537.2971871589716	3336.885557070675	3314.8962476069987	3946.2240784533483	3696.2155201894006	1495.5514171998811	1810.6185227758451	2790.8232271178626	4927.096046538667	3874.897927037478	3249.304471827873
"SPY_RS00085"	"rrf"	"gene-SPY_RS00085"	"rRNA"	33647.85064680395	30192.128852267793	41811.2225813335	41616.040925053094	32494.732537588396	35657.59715585869	28339.61188263946	24793.769830774887	29361.581336396954	6061.786638591422	5470.775665580511	3912.985412062982	9508.60349128868	8822.916181704979	5761.550591762891	6404.898148731402	4917.0669582601195	4709.744381406623
"SPY_RS00090"	"SPY_RS00090"	"gene-SPY_RS00090"	"tRNA"	5172.65221796405	4371.2925394889	6585.55527655587	6700.823394798172	5451.478658577254	5736.604293701199	4400.874775440044	4073.694883145311	5013.671264554834	710.2572641416417	505.88678753541024	399.6559606337577	1395.6719552351274	1246.2121549133342	556.1094924145536	795.1356460899518	468.8514803392842	381.29382979642253
"SPY_RS00095"	"SPY_RS00095"	"gene-SPY_RS00095"	"tRNA"	1758.805518445148	1816.045565515573	1798.434925382396	2293.4586149599268	2024.4634549441712	1856.1215677738978	1517.7306085880991	1690.0118121722098	1672.7348070711878	326.17413652870084	313.1074840776115	269.14100669985527	514.4292703713278	571.2851691444436	279.8190529725514	405.43377771234395	270.22474482608993	229.41983176780528
"SPY_RS00100"	"SPY_RS00100"	"gene-SPY_RS00100"	"tRNA"	4617.513013027085	4854.8303029161525	4692.241448767407	5194.68067779059	4752.640591443728	4443.719615458691	3822.205981574241	4192.554284231981	3705.8555685113715	483.15634127513437	322.42868116787866	230.7976304028896	1036.7359530053327	823.3965777499324	329.2196424002402	364.53081344202985	282.9276174461197	181.79832391137447
"SPY_RS00105"	"SPY_RS00105"	"gene-SPY_RS00105"	"tRNA"	7506.092298939187	6787.888414876458	8202.156306555633	8332.288635320512	8218.951397490406	8392.243034685021	6416.14843185071	6417.061124081683	5580.5830451543625	875.4714625516078	422.82789439458696	495.941537955465	1967.5528723048217	1331.6385876977602	724.7040649918549	761.0845587075889	405.05545709234923	360.92833657172935
"SPY_RS00110"	"SPY_RS00110"	"gene-SPY_RS00110"	"tRNA"	3015.0025277476016	3165.2270835841427	3973.72032268102	3404.7093455337304	3953.581561194156	3557.413947299989	2789.3059840628957	2946.1543351318765	2950.3294587231203	608.0444063845194	739.7640963457507	466.0194965323521	1105.2351900720873	1359.178148811953	489.41869668717374	844.5787897134082	680.5660240064486	456.26552797580354
"SPY_RS00115"	"SPY_RS00115"	"gene-SPY_RS00115"	"tRNA"	749.5892496569016	655.7845828505424	771.7350423234969	784.4878954453324	860.688903288878	729.2752775407935	709.4245950649159	663.7940322982314	1039.488499468527	222.12012945665128	358.6954347457302	199.61291330239266	294.47060912363776	634.1237484665323	211.07970105660274	371.4166451865592	332.52014540209495	173.23127900139153
"SPY_RS00120"	"SPY_RS00120"	"gene-SPY_RS00120"	"tRNA"	9063.578347740007	7260.128260529839	10722.95895089605	9811.28739713166	10374.714767968662	9249.333633684279	9812.761972252403	8429.068589965189	11248.050508965778	3247.6642682339298	3613.6486663911087	3259.139272896012	4039.4765677973655	6010.795017574506	3014.6979533399413	4594.4895791086365	3343.934983339377	2773.6348511855904
"SPY_RS00125"	"SPY_RS00125"	"gene-SPY_RS00125"	"tRNA"	1097.8337004932375	1113.693444908315	1377.6601028077869	1277.0119782575769	1489.9467711636646	1342.1604924635326	973.3276376385087	1070.65620460458	1152.2589959254385	231.25882991114253	227.79104805668317	140.75347242276214	473.35286976541926	483.257957082045	231.4818160006903	254.0733728041235	200.11966116509788	124.42814726256617
"SPY_RS00130"	"SPY_RS00130"	"gene-SPY_RS00130"	"tRNA"	896.9480466733793	860.7993641875961	883.3851040904893	913.6296374473894	1047.4518190390181	944.0824252543666	770.7466958281507	804.754154987045	687.1816262892976	141.0954170588816	81.92118425524752	64.37561917010052	318.94725842866217	263.20931190998635	85.63086727243581	140.11725271571206	78.98461009931758	64.11858608938358
"SPY_RS00135"	"SPY_RS00135"	"gene-SPY_RS00135"	"rRNA"	2895.073578926996	2197.415555870922	2938.7484188120698	2209.315026029281	2234.9346469947686	2756.300025014964	2923.4798092364144	1595.0218218679584	7372.64668146493	7155.568464465726	7245.313051410075	6650.267511319743	4294.619809257456	4114.563288593423	6478.98161241502	9220.056673682944	7100.013658659416	6627.88245295114
"SPY_RS00140"	"SPY_RS00140"	"gene-SPY_RS00140"	"tRNA"	182.2361175085128	138.9476331687508	172.16789593909718	201.76512431850847	217.77744417649367	170.06828157928322	191.07629973712181	140.2930635777084	238.74625069308732	83.37499318755027	85.1618461428957	74.84332104119262	105.14632889746849	145.60061435821976	65.27935031516017	145.63253212727213	80.83646212746278	83.01587180377807
"SPY_RS00145"	"SPY_RS00145"	"gene-SPY_RS00145"	"rRNA"	1458.1907520294112	1473.7306249720818	1596.0618293978016	1498.0659992347585	1228.0712982622806	1744.9621721064648	2154.46765444789	790.9605185802557	5362.514560124237	4983.344842177825	5810.150873136489	5518.466088837808	2321.0811926159126	2720.594628899651	4230.667353751491	7493.3929236236745	5705.230854332798	4987.206313773814
"SPY_RS00150"	"rrf"	"gene-SPY_RS00150"	"rRNA"	23867.95562528217	21249.51907274819	30027.895183446017	29750.09524105017	23886.517707035942	25343.23228369903	21018.28159392991	18387.993923029888	24161.94643833631	6357.499611291069	6647.960311429908	4565.420335200907	8670.813533662444	9439.938047996007	6181.686786922661	7508.9178225599	5967.678811544882	5848.150285025353
"SPY_RS00155"	"SPY_RS00155"	"gene-SPY_RS00155"	"tRNA"	2607.0789764563037	2180.7831025835435	3544.1001241456875	3382.4966712968303	2890.697617228284	2843.0052519203477	2249.3964396099605	2088.1583305663544	2904.242366026037	408.85143102848923	312.2601025239509	224.16127681303013	746.9841802129602	801.1620011730614	261.1174012606407	442.74087699186117	318.72662210256755	213.3314845190111
"SPY_RS00160"	"SPY_RS00160"	"gene-SPY_RS00160"	"tRNA"	670.129455215881	647.1632790503409	699.850147269811	707.3554849422836	736.3474888829339	654.9375970657591	583.7830610233201	602.3563552645924	725.5391720786272	160.3282104250665	239.1585248313945	153.90316721146655	228.1892894511102	478.9727835199786	143.66923935368482	195.02502976494281	197.88939420874524	109.1741648516767
"SPY_RS00165"	"SPY_RS00165"	"gene-SPY_RS00165"	"tRNA"	930.2157345671139	818.9930256402686	835.0092531522008	990.9320784572618	1088.0672977364493	870.1192798363493	758.6723350579969	795.7839653613933	948.042330412133	195.46877290108472	287.9780405707425	147.6638496218125	302.3917333619202	648.1175529826546	169.52126976291152	241.21451100426384	272.64879832360583	122.52363480446566
"SPY_RS00170"	"SPY_RS00170"	"gene-SPY_RS00170"	"tRNA"	73.64385610664297	75.36944185285503	82.68589739180325	86.9567922383582	117.54143286778552	59.33087003721709	74.45855808261508	79.68162490881548	132.52137834049753	20.867973945768192	54.55607211102722	21.68080331748834	29.169258450926385	91.99157589566094	19.319159079756858	39.192431271219746	59.322842841688306	14.680616864524707
"SPY_RS00175"	"SPY_RS00175"	"gene-SPY_RS00175"	"tRNA"	3250.8502195646684	3055.9138928451052	3433.6805076376545	3854.62569104941	5069.001755374855	3427.841016400217	3501.758409381653	3715.6661188884336	6406.987332022667	1729.9904095515487	3733.869124323217	1591.2214407221443	2376.877860058344	6728.983795080869	1927.6227615135176	2839.3549278163664	3299.598963952431	1818.308581246998
"SPY_RS00180"	"SPY_RS00180"	"gene-SPY_RS00180"	"tRNA"	1232.1839785256266	1174.6895781986782	1595.3514320300862	1423.0953313470995	1453.072191819944	1225.5031736741394	1128.281934188816	998.8946875993655	1522.6811957798643	330.36975701591786	512.425366821089	279.3247204668768	434.83593389585633	824.651755459917	264.89873981432373	581.3092351591727	465.5535191430929	292.3426623184272
"SPY_RS00185"	"SPY_RS00185"	"gene-SPY_RS00185"	"tRNA"	856.0557833140102	853.1384676561299	1048.4651743411894	994.6341908300785	834.8135360098923	813.1580201676123	734.3857783490803	722.24947545561	977.6507860659968	161.16839687300512	223.70873016641255	150.055328392933	232.89740602696605	377.98780180680694	118.56141462645304	224.74156192480262	204.40076852229876	116.80140102624588
"SPY_RS00190"	"SPY_RS00190"	"gene-SPY_RS00190"	"tRNA"	706.803206496352	682.164383546441	816.5831788817686	804.4186142662023	823.2387205514191	673.1128988025122	657.8920484107116	618.3835753603242	859.1502401701945	191.53302990377068	315.8286530104936	177.02654947722874	273.9680049274132	630.1497205817117	207.15943351251016	279.13535065882814	263.98445187446623	157.4754620284791
"SPY_RS00195"	"SPY_RS00195"	"gene-SPY_RS00195"	"tRNA"	3546.2075768263485	3162.204033727364	3650.273447973915	3504.1744322349236	3429.33587896601	3487.6930359715448	3050.117690104962	2977.462227885986	3386.7172558118964	492.11328388829423	610.6471948822277	335.3351461854953	813.2479354213876	1219.819499281765	558.6891950091849	498.3917470014569	478.0847313223116	262.18788173183583
"SPY_RS00200"	"SPY_RS00200"	"gene-SPY_RS00200"	"tRNA"	1332.0452025003506	1113.4442267947693	1310.151411614508	1407.573975081338	1348.6306543441033	1238.3633584188465	1189.080609379944	1224.6784378359416	1633.2929099306511	322.66582210444346	509.9840699340762	313.48810439471777	468.223421368117	984.7032144921808	358.86801563305926	435.135418225815	481.53685588958945	288.8077717711952
"SPY_RS00210"	"SPY_RS00210"	"gene-SPY_RS00210"	"mRNA"	1256.8894217040852	1665.6164700270883	1088.663110187819	1254.262475853932	976.210880016113	1091.3757409477564	1520.729481173811	1668.4766814933823	972.6259378120084	292.273965660215	189.47826738033868	146.15008718037254	364.25542293283576	301.48982108750596	265.0560650352161	182.9756801786269	175.05755404450719	154.6701715972381
"SPY_RS00215"	"SPY_RS00215"	"gene-SPY_RS00215"	"mRNA"	1692.6288155885964	1273.532251121139	1421.1610203723676	1312.4494534839407	1106.7312833563872	1496.209946888699	1640.8202290659767	1338.8630114438367	1086.5163712376764	324.18247121960684	149.8294658314472	134.84998518450695	684.6662346322915	411.28604092215414	430.5985778690563	245.59795227381173	143.18602549147292	157.30059922628428
"SPY_RS00220"	"recO"	"gene-SPY_RS00220"	"mRNA"	5.823876375780439	6.641366037768268	4.117567252626368	5.421766422535524	3.923278800660398	5.356259100582099	7.353931662480502	5.268206605541519	5.106796853198364	5.5243708266440406	3.5184268478052805	2.314043047022565	5.556049228747883	7.202803608619416	6.712300421008997	3.1683803796224157	4.23734591726345	2.4234669109691582
"SPY_RS00225"	"plsX"	"gene-SPY_RS00225"	"mRNA"	61.29160218059252	80.50140651840324	42.53961667869616	60.99487225352465	46.60855215184553	63.348064362653666	81.1066436257057	67.45185957452267	53.074210152883	26.37550217842856	22.27655137941831	19.945271032221417	39.98371141402494	52.099125140230335	45.819116706354556	18.782419305227407	23.862948060378375	19.34113015485001
"SPY_RS00230"	"SPY_RS00230"	"gene-SPY_RS00230"	"mRNA"	67.99393063814391	75.76076813454172	53.48262353689138	58.20289424533861	73.07179419541114	64.45822917623585	70.67945431161816	77.46214897777716	51.97584352810779	23.789228302269326	18.455830752053537	16.613642388879953	37.04032819165255	37.5992504612334	32.11909575399906	14.988319969355356	20.815032576030983	18.075887102328366
"SPY_RS00235"	"SPY_RS00235"	"gene-SPY_RS00235"	"mRNA"	178.22260860823442	231.35076555859067	135.00188904153575	164.70811723164547	80.66394772585033	107.2373916949275	218.27095040766596	234.1101343900855	147.15398115369376	2.347929271936414	1.272274290141563	1.4506891141268794	4.96498016185981	2.005232232121379	4.09219067032202	1.9547734152097724	1.9929286508965836	1.7991564497800494
"SPY_RS00240"	"SPY_RS00240"	"gene-SPY_RS00240"	"mRNA"	95.14237310671888	103.74570153098759	78.55303844919884	91.81341355441985	29.728976790163635	62.806168584083075	116.62376408216362	110.7341398101988	98.73140582850169	2.884233195812389	1.9009228975503416	1.6541409161102214	6.609551316807565	2.515360346042399	5.399271154514262	2.9853351760349387	2.277586897812086	2.1749062021518086
"SPY_RS00245"	"purF"	"gene-SPY_RS00245"	"mRNA"	53.98018731115789	50.29761075726131	33.05430173479485	52.93639032058475	4.022614602046191	25.964901371957374	56.428158107054	46.534014635339936	52.575789788433134	2.1702984610381315	1.381726966364193	1.368827113112666	4.6911384725201195	2.375040238274348	4.479035278055886	1.9845220533401127	2.047169183250882	1.2592034259056244
"SPY_RS00250"	"purM"	"gene-SPY_RS00250"	"mRNA"	66.59416146048967	61.771255218784134	40.3183491393532	61.597528559571195	5.56668391469656	25.70714383577368	66.8647070953689	64.51621931009204	67.82305451250659	4.630182200601879	5.653766172542317	4.6830008985898575	8.407394140861898	4.9902121775259145	9.945999135228359	4.939481210476307	6.372696190432946	4.638099091509663
"SPY_RS00255"	"purN"	"gene-SPY_RS00255"	"mRNA"	55.019637670407	48.614146682356804	29.025510562973224	55.2682019188694	4.560334450237902	18.440675822378285	54.468783029804904	47.49928982726083	46.90523898894411	2.2024650467727858	1.7833182967128711	1.309334627188485	4.324708588863216	1.9811453584622631	5.523074908086645	1.5371512956154065	1.4683036492821857	0.9310949795158012
"SPY_RS00260"	"purH"	"gene-SPY_RS00260"	"mRNA"	73.2462771492566	59.95482659888055	34.2607928697455	75.07061200433802	8.507128264501755	14.803971932735854	72.50249777122856	68.70108962924202	35.130011841304096	1.4641306118828294	1.4785384860706885	1.530000554882898	3.020294202836785	1.9617653835640534	4.376346975000908	1.504955446325907	1.7971118241515123	0.9711209088677842
"SPY_RS00265"	"SPY_RS00265"	"gene-SPY_RS00265"	"mRNA"	0.4208220348951027	0.22540393825152907	0.48422590890886086	0.680640215505998	0.2812206244313373	0.23732348014886837	0.3971123097739471	0.4214565284433216	0.3922019983256343	0.09054578525621453	0.027492823740990095	0.04784729007997427	0.11112098457495766	0.1628941739180083	0.09158712452625474	0.11666584192363087	0.024978039091237178	0.02087909954065736
"SPY_RS00270"	"purD"	"gene-SPY_RS00270"	"mRNA"	81.18524624620272	103.91548859439567	83.47733382255835	85.92205118032054	73.53302909264308	65.23583814518656	115.43233017125792	122.87904648896959	56.939574771727344	3.198336757050824	2.7606834265982356	2.3385079571077476	7.5243652469891344	2.5021405353857915	5.615679732504364	3.4989385351799838	3.0630652203116684	2.4676423923940423
"SPY_RS00275"	"purE"	"gene-SPY_RS00275"	"mRNA"	73.90045490840828	88.95896282518424	66.67069488406518	71.95792809196303	53.61304015692702	46.66879411464027	89.5924113514393	110.8250779824283	54.480803502169856	6.935862361470701	7.166574481264187	6.7285251674963815	11.332307725708333	5.321020489481979	11.779975048632231	7.002618179486228	8.110247448831585	7.447727580051559
"SPY_RS00280"	"purK"	"gene-SPY_RS00280"	"mRNA"	78.94821206324674	93.07356751964325	66.11973392049114	73.14142309249469	40.17262149806944	46.36260025952929	92.25281311787691	105.55543570265175	52.53438952781825	8.55980145185757	10.108220460636373	7.392606794828428	13.711646630164116	6.825174884832751	14.822148120781797	9.104335080283345	10.622643719667208	9.273119628392516
"SPY_RS00285"	"SPY_RS00285"	"gene-SPY_RS00285"	"mRNA"	17.134291338680615	20.82312841967821	10.556150060610921	15.068918468024053	6.110005583276661	9.93359001079319	23.490980611627954	18.111863585474858	15.465766528408768	3.826096423064266	3.9320256582118587	3.699870286749835	6.26576354628867	4.363236801375223	9.839766343947531	3.9518425012908724	4.273159059860375	3.386186079700589
"SPY_RS00290"	"purB"	"gene-SPY_RS00290"	"mRNA"	107.97600181893775	97.58787674648566	88.23440285801999	106.31810108456597	56.888452883079395	72.0987080788688	118.85728065159903	106.01196262148862	104.29240348457539	20.10888487817467	17.701296028131676	16.131808212868357	31.189932967414155	18.64752247826719	35.18188701711845	19.66705934399955	17.885956646248435	16.94912981853247
"SPY_RS00295"	"rgg4"	"gene-SPY_RS00295"	"mRNA"	3.0108155457133168	3.058523833182755	2.005282341287282	4.444970447625278	2.645115865076826	3.317844706028587	3.374583772750099	3.3272883824472754	1.874732002687294	1.0331601730509676	0.6782769015046899	0.8263101082890293	3.509083723419715	1.75103582160453	2.5419946157574818	1.3311994709624824	1.2940924858124527	0.9271968546015604
"SPY_RS00300"	"ruvB"	"gene-SPY_RS00300"	"mRNA"	458.49698058672504	467.9670051357196	388.21425628174194	429.1874808824586	384.42194310989817	434.9594188539226	420.21756803782165	425.58566335036767	286.6983357692876	83.20423510030525	66.6886738041584	67.11013490383779	169.6346922182574	115.77645758844284	113.27202647630547	61.781657843003856	61.713758745691855	72.51254840471543
"SPY_RS00305"	"SPY_RS00305"	"gene-SPY_RS00305"	"mRNA"	107.76358787425103	122.85286566003717	77.73318315103717	96.97477687683664	71.1478548967981	89.199492966912	123.87093452709024	117.56039123872787	75.17484792393098	48.7226250287079	34.53079831167164	25.99238489361616	55.76979551184946	54.809426669329845	49.694640555234535	36.85761615566762	41.18810213161199	28.476374630365733
"SPY_RS00310"	"SPY_RS00310"	"gene-SPY_RS00310"	"mRNA"	71.48478783059534	84.27415900299707	46.36411454571115	70.7008301115482	33.545790437646694	57.44910736812625	96.6849933311569	80.91021786719737	46.50996178838271	42.37998857491197	29.544527005243086	23.968278706106517	49.320302668623924	52.68445630317246	53.440061932063756	28.894385289854476	36.62824389125452	26.527363408932207
"SPY_RS00315"	"SPY_RS00315"	"gene-SPY_RS00315"	"mRNA"	125.60684723980515	146.63630357959482	105.8659926330666	122.85204207736939	95.10345916487344	125.42666191144795	155.9884431903434	149.7167363709975	104.6237752606943	37.89788488685203	28.456465789344055	25.11073469040879	58.35259472929047	55.67549121214262	47.06506847883709	26.863196920971173	32.1824312784479	27.919623604515003
"SPY_RS00320"	"adhE"	"gene-SPY_RS00320"	"mRNA"	48.399310653514505	55.263621637151275	70.82893367197978	57.39791628390703	301.6198929104124	232.55882741886487	58.729199425990004	51.98840888601358	103.62913895884117	77.2844505753508	78.09007356283779	109.14314452550317	79.14059224921358	69.84150439613325	155.1965136516828	64.2092509679007	84.42846556051977	106.13147277860253
"SPY_RS00325"	"adhP"	"gene-SPY_RS00325"	"mRNA"	40.40636352753862	39.79476608953986	73.49857545938066	44.953788309382354	382.8286846690425	270.00796386406097	41.390270241925656	28.718719194810408	67.7351072882629	423.0561509689559	314.16025358896866	366.6616172887409	823.8440960379216	572.5493388565645	782.365788023087	359.70892466995593	298.57598497777536	328.56866157676063
"SPY_RS00330"	"SPY_RS00330"	"gene-SPY_RS00330"	"mRNA"	9.226840440275454	10.66877109125567	10.081352304719198	12.680140496324379	10.15428298773245	13.524960513124315	10.519022900044616	10.670868600087578	14.844072152405822	2.2058717985852727	1.3395575372640185	2.08152364037011	3.0745191207804408	2.2271742373609023	2.2312408527277836	1.7510027028851212	1.3691558550591145	1.4896341319610529
"SPY_RS00335"	"rpsJ"	"gene-SPY_RS00335"	"mRNA"	2881.149890607672	3606.080044168212	2673.148646233694	3630.210721079677	2883.8338881877994	3491.1608793986748	2951.5147522155053	2904.9811880420984	2818.713876316027	501.1610316835927	281.16750687539263	235.69435732356257	1005.0245748098657	933.3937833155502	686.3198994763246	243.70276748913793	231.4409325990241	218.3943676467546
"SPY_RS00340"	"rplC"	"gene-SPY_RS00340"	"mRNA"	1106.6210065949685	1558.3608640026168	1030.6142775012113	1590.634919617275	902.7610939337015	1324.7249044434143	1336.1372512071184	1270.2679601897576	1164.1151119560657	244.05934073172537	138.5658048237581	108.85830829199888	463.67756290823235	475.86420885429106	375.4140896774443	116.17740837490754	115.17983336928148	96.278622881859
"SPY_RS00345"	"rplD"	"gene-SPY_RS00345"	"mRNA"	972.872768051665	1297.887796852885	837.4597299939047	1421.577531551378	631.4155080850542	1080.3637993555756	1230.9527006093865	1076.081855014601	857.3526255465715	226.6637430797846	141.16507574700685	115.72200656662046	384.6896296529453	390.7194647231485	438.18990092226295	102.59092139107744	123.25401380898344	102.23732154884385
"SPY_RS00350"	"SPY_RS00350"	"gene-SPY_RS00350"	"mRNA"	725.4398033362168	1007.4872997606224	595.4563733741269	1102.4005629485516	423.96139592300085	776.5452005123641	985.761112393409	780.3331481177863	629.3430740177911	182.63496457929634	117.677616770147	98.50379605479552	277.4657311811064	313.44788011495535	370.6850096829666	85.40028012023357	103.03441125135336	87.07533558433241
"SPY_RS00355"	"rplB"	"gene-SPY_RS00355"	"mRNA"	537.7969368609986	693.2995413684396	424.9418273068382	880.3784505631036	262.5063023019138	577.3021706858714	791.1296195316704	559.5858735792646	377.01387013058246	129.0399578999874	77.32356677153464	77.03112505905929	210.93001280649335	236.0542499736811	294.4666069806585	65.70322257614554	75.81014562313443	69.70652611932596
"SPY_RS00360"	"rpsS"	"gene-SPY_RS00360"	"mRNA"	402.1565414118521	444.8092233076545	305.70944479499514	611.0586374976762	146.70531566856556	373.0508199383085	578.5883653158046	335.4658012689987	248.6845332125242	87.71622946695781	46.78214362378154	60.29144415319338	130.29831578386163	157.82718924544355	198.03869164195203	46.1018246311122	44.013722108349384	47.39892355399231
"SPY_RS00365"	"rplV"	"gene-SPY_RS00365"	"mRNA"	347.0409542118635	385.1467292732649	221.51079621824599	496.90217267567044	101.90426703238812	284.6591960263872	502.7211631703519	266.34220177929035	159.22548518980915	66.35923446630723	38.997972806513125	48.28935743397403	108.70531099724118	144.02475563495952	182.10407341266463	29.768811295187337	40.806513863184215	38.60363947680236
